id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,max_antigüedad_empleo_años,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar,ha_sido_victima_robo,ingreso_mensual_hogar
2019_bar_904,2.0,barranquilla,904.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,1.0,0.0,no,a menudo,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,a menudo,a veces,a menudo,a menudo,no,800000.0
2019_bar_905,2.0,barranquilla,905.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,no,0.0,1.0,1.0,si,a veces,mejor,no,no,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,nada feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,5.0,a menudo,a veces,a veces,a veces,no,800000.0
2019_bar_906,2.0,barranquilla,906.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,no,0.0,0.0,1.0,no,raramente,igual,no,no,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,nada feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,10.0,raramente,raramente,raramente,raramente,no,900000.0
2019_bar_907,3.0,barranquilla,907.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,si,0.0,1.0,0.0,no,a veces,mejor,no,no,control sobre muy pocas decisiones,nada probable,no,entre 1 y 2 salarios mínimos,nada feliz,insatisfecho,menos de 1 salario mínimo,2.0,0.0,a veces,a veces,a veces,a veces,no,1200000.0
2019_bar_908,2.0,barranquilla,908.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,no,0.0,0.0,0.0,no,a veces,peor,si,no,ningún control,algo probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,0.0,a menudo,a veces,a veces,a veces,si,300000.0
2019_sol_909,1.0,soledad,909.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,si,1.0,0.0,0.0,no,raramente,peor,no,no,control sobre la mayoría de decisiones,nada probable,si,menos de 1 salario mínimo,nada feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,nunca,nunca,nunca,nunca,no,800000.0
2019_sol_910,1.0,soledad,910.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,1.0,si,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,9.0,a menudo,a veces,raramente,nunca,no,828116.0
2019_pue_911,1.0,puerto colombia,911.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,0.0,no,raramente,igual,no,no,control sobre todas las decisiones,algo probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,raramente,raramente,raramente,raramente,no,950000.0
2019_mal_912,1.0,malambo,912.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,no,0.0,0.0,1.0,no,a veces,mejor,si,no,control sobre la mayoría de decisiones,poco probable,no,menos de 1 salario mínimo,nada feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,2.0,a menudo,a veces,a veces,a veces,no,550000.0
2019_pue_913,1.0,puerto colombia,913.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,0.0,no,raramente,igual,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,0.0,a veces,nunca,a veces,nunca,no,920000.0
2019_mal_914,3.0,malambo,914.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,si,2.0,0.0,1.0,no,nunca,peor,no,no,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,48.0,nunca,a veces,nunca,nunca,no,600000.0
2019_pue_915,1.0,puerto colombia,915.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,1.0,no,raramente,igual,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,raramente,a veces,raramente,a veces,no,1050000.0
2019_pue_916,1.0,puerto colombia,916.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,raramente,igual,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,0.0,raramente,a veces,raramente,a veces,no,950000.0
2019_pue_917,1.0,puerto colombia,917.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,3.0,no,raramente,igual,no,no,control sobre todas las decisiones,poco probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,9.0,a menudo,raramente,nunca,raramente,no,828116.0
2019_pue_918,1.0,puerto colombia,918.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,3.0,no,a veces,igual,no,no,control sobre todas las decisiones,poco probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,9.0,a veces,raramente,nunca,raramente,no,1100000.0
2019_pue_919,1.0,puerto colombia,919.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,si,1.0,0.0,0.0,no,raramente,peor,no,no,control sobre la mayoría de decisiones,poco probable,si,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,nunca,a veces,raramente,raramente,no,650000.0
2019_pue_920,2.0,puerto colombia,920.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,3.0,no,raramente,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,9.0,a menudo,a veces,raramente,a veces,no,810000.0
2019_mal_921,1.0,malambo,921.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,1.0,si,nunca,mejor,no,si,control sobre todas las decisiones,algo probable,no,entre 2 y 5 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,3.0,a veces,raramente,a veces,nunca,si,2700000.0
2019_pue_922,2.0,puerto colombia,922.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,1.0,0.0,no,a veces,peor,no,no,control sobre todas las decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,0.0,raramente,raramente,raramente,a veces,no,980000.0
2019_mal_923,1.0,malambo,923.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,1.0,no,nunca,mejor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,5.0,a menudo,a veces,nunca,raramente,no,828116.0
2019_mal_924,1.0,malambo,924.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,2.0,no,raramente,mejor,no,no,control sobre todas las decisiones,algo probable,no,menos de 1 salario mínimo,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,0.33,a menudo,a veces,nunca,raramente,no,781242.0
2019_bar_925,3.0,barranquilla,925.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,2.0,si,raramente,peor,no,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,2.0,raramente,raramente,raramente,raramente,no,2150000.0
2019_mal_926,1.0,malambo,926.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,nunca,mejor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,4.0,a menudo,raramente,nunca,raramente,no,828116.0
2019_mal_927,1.0,malambo,927.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,1.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,poco probable,no,menos de 1 salario mínimo,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,0.14,a menudo,a veces,nunca,raramente,no,300000.0
2019_bar_928,3.0,barranquilla,928.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,0.0,0.0,0.0,no,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,0.0,a menudo,a veces,a veces,a veces,no,781242.0
2019_mal_929,2.0,malambo,929.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,no,a menudo,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,2.0,a menudo,raramente,raramente,nunca,no,751000.0
2019_bar_930,3.0,barranquilla,930.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,no,0.0,0.0,1.0,no,a veces,igual,no,no,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,nada feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,10.0,a menudo,a veces,nunca,a veces,no,600000.0
2019_bar_931,3.0,barranquilla,931.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,1.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,10.0,a menudo,a veces,a veces,a veces,no,400000.0
2019_bar_932,3.0,barranquilla,932.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,1.0,no,a veces,mejor,si,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,2.0,nunca,raramente,a veces,nunca,no,828116.0
2019_pue_933,1.0,puerto colombia,933.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,1.0,si,a veces,igual,no,no,control sobre todas las decisiones,poco probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,6.0,a menudo,raramente,nunca,raramente,no,828116.0
2019_mal_934,1.0,malambo,934.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,no,0.0,1.0,0.0,no,a menudo,igual,no,no,control sobre la mayoría de decisiones,nada probable,si,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,0.0,a veces,a veces,raramente,a veces,no,1100000.0
2019_pue_936,2.0,puerto colombia,936.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,1.0,si,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,9.0,a menudo,a veces,raramente,nunca,no,828116.0
2019_mal_937,2.0,malambo,937.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,no,0.0,0.0,0.0,si,a veces,peor,no,no,control sobre muy pocas decisiones,algo probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,0.0,nunca,nunca,a veces,nunca,no,655200.0
2019_pue_938,2.0,puerto colombia,938.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,raramente,igual,no,no,control sobre todas las decisiones,poco probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,a veces,raramente,nunca,raramente,no,900000.0
2019_mal_939,2.0,malambo,939.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,raramente,mejor,no,si,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,a menudo,a veces,raramente,nunca,no,750000.0
2019_mal_940,1.0,malambo,940.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,0.0,a menudo,siempre,nunca,raramente,no,450000.0
2019_pue_941,2.0,puerto colombia,941.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,si,a veces,mejor,no,no,control sobre todas las decisiones,poco probable,si,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,raramente,siempre,nunca,raramente,no,450000.0
2019_pue_942,2.0,puerto colombia,942.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,no,0.0,1.0,0.0,no,a veces,igual,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,0.0,raramente,raramente,raramente,nunca,no,1100000.0
2019_pue_943,2.0,puerto colombia,943.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,si,raramente,peor,no,no,control sobre todas las decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,0.0,a menudo,a veces,raramente,nunca,no,828116.0
2019_pue_944,2.0,puerto colombia,944.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,si,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,a menudo,raramente,nunca,raramente,no,828116.0
2019_bar_945,2.0,barranquilla,945.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,raramente,igual,no,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,raramente,raramente,raramente,raramente,no,1100000.0
2019_bar_946,1.0,barranquilla,946.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,si,0.0,0.0,0.0,si,raramente,igual,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,nunca,raramente,raramente,raramente,no,850000.0
2019_mal_947,1.0,malambo,947.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,1.0,si,raramente,mejor,no,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,17.0,nunca,raramente,nunca,a veces,no,828116.0
2019_mal_948,1.0,malambo,948.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,1.0,si,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,5.0,nunca,raramente,a menudo,a menudo,no,828116.0
2019_mal_949,1.0,malambo,949.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,no,a veces,mejor,si,no,control sobre la mayoría de decisiones,poco probable,no,menos de 1 salario mínimo,bastante feliz,muy satisfecho,menos de 1 salario mínimo,2.0,15.0,a menudo,a veces,nunca,nunca,no,450000.0
2019_mal_950,1.0,malambo,950.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,a veces,peor,si,no,control sobre todas las decisiones,muy probable,si,menos de 1 salario mínimo,bastante feliz,satisfecho,menos de 1 salario mínimo,3.0,0.0,raramente,siempre,siempre,raramente,no,400000.0
2019_mal_951,1.0,malambo,951.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,0.0,no,a veces,peor,si,si,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,menos de 1 salario mínimo,1.0,0.0,raramente,siempre,raramente,nunca,si,300000.0
2019_mal_952,1.0,malambo,952.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,a veces,igual,si,no,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,menos de 1 salario mínimo,2.0,0.0,raramente,raramente,nunca,nunca,no,1100000.0
2019_mal_953,1.0,malambo,953.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,a veces,igual,si,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,5.0,nunca,raramente,raramente,raramente,no,828116.0
2019_mal_954,1.0,malambo,954.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,no,1.0,0.0,1.0,no,a veces,igual,si,no,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,5.0,nunca,nunca,raramente,nunca,no,600000.0
2019_mal_955,1.0,malambo,955.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,si,a veces,igual,si,no,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,1.0,nunca,raramente,nunca,nunca,no,828116.0
2019_mal_956,1.0,malambo,956.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,0.0,no,a veces,igual,si,no,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,a menudo,nunca,raramente,raramente,no,600000.0
2019_mal_957,1.0,malambo,957.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,1.0,no,a veces,mejor,si,no,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,menos de 1 salario mínimo,2.0,20.0,a menudo,a veces,a menudo,raramente,no,500000.0
2019_mal_958,1.0,malambo,958.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,1.0,0.0,0.0,no,a veces,mejor,no,no,control sobre todas las decisiones,poco probable,si,menos de 1 salario mínimo,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,raramente,a veces,nunca,nunca,no,420000.0
2019_mal_959,1.0,malambo,959.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,0.0,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,menos de 1 salario mínimo,3.0,0.0,a menudo,a veces,nunca,nunca,no,320000.0
2019_mal_960,1.0,malambo,960.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,1.0,0.0,1.0,no,a veces,igual,si,no,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,menos de 1 salario mínimo,3.0,0.33,a menudo,a veces,raramente,nunca,no,600000.0
2019_mal_961,1.0,malambo,961.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,no,1.0,0.0,0.0,si,a veces,mejor,si,no,ningún control,poco probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,0.0,a menudo,a veces,nunca,a veces,si,425000.0
2019_mal_962,1.0,malambo,962.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,poco probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,menos de 1 salario mínimo,2.0,0.0,a menudo,raramente,nunca,nunca,no,520000.0
2019_mal_963,1.0,malambo,963.0,4.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,no,2.0,0.0,1.0,no,raramente,mejor,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,13.0,nunca,raramente,nunca,nunca,no,1200000.0
2019_mal_964,1.0,malambo,964.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,0.0,no,a veces,peor,no,no,control sobre algunas decisiones,poco probable,no,menos de 1 salario mínimo,bastante feliz,muy satisfecho,menos de 1 salario mínimo,3.0,0.0,a menudo,a veces,nunca,nunca,no,425000.0
2019_mal_965,1.0,malambo,965.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,no,0.0,0.0,0.0,si,raramente,mejor,no,no,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,menos de 1 salario mínimo,2.0,0.0,nunca,a veces,nunca,nunca,no,828116.0
2019_mal_966,1.0,malambo,966.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,no,0.0,0.0,0.0,no,raramente,igual,si,si,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,0.0,nunca,raramente,raramente,siempre,si,900000.0
2019_mal_967,1.0,malambo,967.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,0.0,no,a veces,igual,si,no,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,menos de 1 salario mínimo,1.0,0.0,raramente,raramente,raramente,raramente,no,1200000.0
2019_mal_968,1.0,malambo,968.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,1.0,no,a veces,igual,si,no,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,5.0,nunca,nunca,raramente,nunca,no,700000.0
2019_mal_969,1.0,malambo,969.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,1.0,no,raramente,igual,no,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,12.0,raramente,a veces,raramente,nunca,no,950000.0
2019_mal_970,1.0,malambo,970.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,a veces,peor,si,no,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,menos de 1 salario mínimo,3.0,0.0,a menudo,a menudo,raramente,nunca,no,300000.0
2019_mal_971,1.0,malambo,971.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,0.0,no,a veces,mejor,si,no,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,raramente,nunca,nunca,nunca,no,500000.0
2019_mal_972,1.0,malambo,972.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,no,0.0,0.0,4.0,si,a veces,peor,si,no,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,12.0,raramente,raramente,nunca,nunca,no,300000.0
2019_mal_973,1.0,malambo,973.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,no,1.0,0.0,0.0,no,a veces,mejor,no,no,control sobre todas las decisiones,muy probable,si,menos de 1 salario mínimo,nada feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,a menudo,raramente,nunca,raramente,no,500000.0
2019_mal_974,1.0,malambo,974.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,1.0,no,raramente,mejor,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,10.0,raramente,raramente,raramente,raramente,no,1200000.0
2019_mal_975,1.0,malambo,975.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,0.0,no,a veces,igual,no,no,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,nunca,nunca,raramente,nunca,no,600000.0
2019_mal_976,1.0,malambo,976.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,1.0,no,a veces,mejor,si,no,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,2.0,nunca,raramente,raramente,nunca,no,750000.0
2019_mal_977,1.0,malambo,977.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,1.0,no,raramente,igual,no,no,control sobre algunas decisiones,poco probable,no,menos de 1 salario mínimo,bastante feliz,muy satisfecho,menos de 1 salario mínimo,1.0,3.0,nunca,a veces,nunca,raramente,no,820000.0
2019_mal_978,1.0,malambo,978.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,1.0,no,a veces,igual,si,no,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,menos de 1 salario mínimo,1.0,0.41,nunca,raramente,nunca,nunca,no,828116.0
2019_mal_979,1.0,malambo,979.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,0.0,0.0,1.0,no,a veces,igual,si,no,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,9.0,nunca,nunca,raramente,raramente,no,650000.0
2019_mal_980,1.0,malambo,980.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,1.0,si,nunca,mejor,si,si,control sobre la mayoría de decisiones,muy probable,si,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,5.0,nunca,nunca,nunca,nunca,no,828116.0
