id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,max_antigüedad_empleo_años,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar,ha_sido_victima_robo,ingreso_mensual_hogar
2019_sol_244,1.0,soledad,244.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,no,1.0,2.0,3.0,si,raramente,peor,no,no,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,10.0,nunca,raramente,nunca,nunca,no,828116.0
2019_sol_245,1.0,soledad,245.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,si,2.0,0.0,2.0,no,a veces,mejor,no,no,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,4.0,raramente,nunca,nunca,raramente,no,400000.0
2019_sol_246,1.0,soledad,246.0,5.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,no,0.0,0.0,1.0,si,raramente,igual,no,si,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,2.0,nunca,raramente,nunca,nunca,no,828116.0
2019_sol_247,1.0,soledad,247.0,6.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,si,3.0,0.0,3.0,si,raramente,peor,no,no,control sobre algunas decisiones,muy probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,menos de 1 salario mínimo,0.0,23.0,nunca,a veces,nunca,a veces,no,0.0
2019_pue_248,1.0,puerto colombia,248.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,no,nunca,mejor,no,no,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,23.0,nunca,a veces,nunca,nunca,no,781242.0
2019_sol_249,1.0,soledad,249.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,2.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,40.0,raramente,siempre,nunca,nunca,no,400000.0
2019_sol_250,1.0,soledad,250.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,no,2.0,0.0,1.0,si,raramente,mejor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,menos de 1 salario mínimo,3.0,9.0,nunca,raramente,nunca,nunca,no,900000.0
2019_sol_251,1.0,soledad,251.0,6.0,4.0,2.0,1.0,1.0,4.0,0.0,2.0,si,4.0,0.0,1.0,si,raramente,peor,no,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,6.0,nunca,a veces,a veces,nunca,no,828116.0
2019_sol_252,1.0,soledad,252.0,5.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,no,0.0,0.0,3.0,no,a veces,mejor,no,si,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,0.25,raramente,a veces,a menudo,nunca,si,500000.0
2019_sol_253,1.0,soledad,253.0,6.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,si,3.0,0.0,4.0,si,raramente,igual,no,no,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,12.0,nunca,a veces,raramente,a menudo,no,781242.0
2019_sol_254,1.0,soledad,254.0,8.0,5.0,3.0,1.0,1.0,4.0,0.0,4.0,si,4.0,0.0,3.0,si,nunca,mejor,no,si,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,10.0,nunca,a veces,raramente,nunca,no,828116.0
2019_sol_255,1.0,soledad,255.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,no,0.0,0.0,1.0,si,a veces,igual,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,30.0,a veces,raramente,a veces,raramente,no,876250.0
2019_sol_256,1.0,soledad,256.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,1.0,1.0,si,a veces,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,1.0,raramente,a veces,raramente,a veces,no,1200000.0
2019_sol_257,1.0,soledad,257.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,2.0,no,nunca,mejor,no,no,control sobre algunas decisiones,muy probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,15.0,nunca,a veces,raramente,nunca,no,781000.0
2019_sol_258,1.0,soledad,258.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,1.0,si,nunca,mejor,si,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,18.0,nunca,a veces,raramente,nunca,no,828116.0
2019_sol_259,2.0,soledad,259.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,1.0,si,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,32.0,a veces,raramente,a veces,nunca,si,1500000.0
2019_sol_260,2.0,soledad,260.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,1.0,si,raramente,mejor,no,si,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,4.0,nunca,raramente,raramente,nunca,no,1100000.0
2019_sol_261,1.0,soledad,261.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,si,0.0,0.0,1.0,si,a menudo,igual,no,si,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,2.0,a veces,a menudo,raramente,raramente,si,1000000.0
2019_sol_262,1.0,soledad,262.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,no,0.0,2.0,1.0,no,raramente,igual,no,si,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,40.0,raramente,a veces,siempre,siempre,no,1100000.0
2019_pue_263,1.0,puerto colombia,263.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,1.0,0.0,1.0,si,nunca,igual,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,6.0,nunca,a veces,raramente,a veces,no,828116.0
2019_sol_264,2.0,soledad,264.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,si,a veces,igual,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,0.0,a menudo,a veces,a veces,a veces,no,828116.0
2019_sol_265,2.0,soledad,265.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,1.0,1.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,30.0,nunca,raramente,nunca,raramente,no,816275.0
2019_sol_266,1.0,soledad,266.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,no,0.0,1.0,0.0,si,a menudo,peor,no,no,control sobre todas las decisiones,nada probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,a veces,a veces,raramente,raramente,no,860000.0
2019_sol_267,1.0,soledad,267.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,no,0.0,0.0,0.0,no,a veces,igual,si,no,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,no muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,a veces,a veces,a veces,a veces,no,1100000.0
2019_sol_268,1.0,soledad,268.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,no,0.0,0.0,1.0,no,a veces,mejor,no,no,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,3.0,a menudo,a veces,a veces,a veces,no,900000.0
2019_sol_269,2.0,soledad,269.0,6.0,2.0,4.0,1.0,1.0,0.0,0.0,6.0,no,0.0,0.0,4.0,si,a veces,mejor,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,5.0,raramente,raramente,nunca,raramente,no,978000.0
2019_sol_270,2.0,soledad,270.0,8.0,3.0,5.0,1.0,1.0,1.0,0.0,7.0,no,0.0,8.0,8.0,si,a veces,peor,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,12.0,raramente,raramente,nunca,raramente,no,1050250.0
2019_sol_271,1.0,soledad,271.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,no,3.0,0.0,1.0,si,a veces,mejor,no,si,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,12.0,nunca,raramente,a veces,nunca,no,800000.0
2019_sol_272,1.0,soledad,272.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,1.0,0.0,1.0,si,a veces,mejor,no,si,control sobre la mayoría de decisiones,nada probable,no,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,8.0,nunca,raramente,nunca,nunca,no,765375.0
2019_sol_273,1.0,soledad,273.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,1.0,1.0,no,a veces,igual,no,si,control sobre todas las decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,30.0,nunca,nunca,raramente,raramente,si,655000.0
2019_sol_274,1.0,soledad,274.0,4.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,no,2.0,0.0,1.0,si,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,1.0,30.0,a veces,a veces,raramente,nunca,no,1200000.0
2019_sol_275,1.0,soledad,275.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no,0.0,0.0,0.0,si,raramente,igual,no,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,0.0,nunca,nunca,raramente,nunca,no,1000000.0
2019_sol_276,1.0,soledad,276.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,no,0.0,0.0,1.0,no,a veces,mejor,no,no,control sobre todas las decisiones,nada probable,no,menos de 1 salario mínimo,no muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,1.0,14.0,a menudo,a menudo,a menudo,a menudo,no,500000.0
2019_sol_277,2.0,soledad,277.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,no,0.0,0.0,2.0,si,a veces,igual,no,si,control sobre todas las decisiones,nada probable,no,entre 1 y 2 salarios mínimos,no muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,5.0,a menudo,raramente,raramente,nunca,no,828116.0
2019_sol_278,1.0,soledad,278.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,1.0,no,raramente,peor,no,si,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,30.0,nunca,a veces,nunca,a veces,no,600000.0
2019_sol_279,1.0,soledad,279.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,2.0,no,a veces,mejor,no,no,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,6.0,a veces,a veces,a veces,a veces,no,1000000.0
2019_sol_280,1.0,soledad,280.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,no,a veces,peor,no,si,control sobre algunas decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,0.58,raramente,siempre,nunca,nunca,no,400000.0
2019_bar_281,1.0,barranquilla,281.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,no,0.0,0.0,1.0,si,nunca,igual,no,si,control sobre algunas decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,4.0,a menudo,nunca,nunca,nunca,no,800000.0
2019_bar_282,1.0,barranquilla,282.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,si,nunca,igual,si,si,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,1.0,a menudo,nunca,nunca,nunca,no,800000.0
2019_bar_283,1.0,barranquilla,283.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,nunca,igual,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,8.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_284,1.0,barranquilla,284.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,no,nunca,igual,no,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,30.0,nunca,nunca,nunca,nunca,no,1350000.0
2019_bar_285,1.0,barranquilla,285.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,si,nunca,igual,no,si,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,2.0,nunca,nunca,raramente,nunca,no,800000.0
2019_bar_286,1.0,barranquilla,286.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,1.0,si,raramente,igual,no,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,1.0,nunca,raramente,raramente,raramente,si,828116.0
2019_bar_287,1.0,barranquilla,287.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,0.0,0.0,1.0,si,raramente,peor,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,4.0,raramente,nunca,nunca,nunca,no,954000.0
2019_bar_288,3.0,barranquilla,288.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,0.0,no,a veces,peor,no,si,control sobre algunas decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,0.0,raramente,siempre,raramente,nunca,no,200000.0
2019_bar_289,2.0,barranquilla,289.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,raramente,peor,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,4.0,nunca,nunca,nunca,nunca,no,850000.0
2019_bar_290,2.0,barranquilla,290.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,2.0,si,nunca,igual,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,3.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_291,2.0,barranquilla,291.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,no,0.0,0.0,1.0,si,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,menos de 1 salario mínimo,muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,2.0,a menudo,a veces,raramente,nunca,no,800000.0
2019_bar_292,3.0,barranquilla,292.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,no,0.0,0.0,3.0,si,nunca,mejor,no,si,control sobre algunas decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,9.0,nunca,nunca,nunca,nunca,no,800000.0
2019_bar_293,1.0,barranquilla,293.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,2.0,si,nunca,igual,si,si,control sobre algunas decisiones,algo probable,no,entre 2 y 5 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,10.0,nunca,nunca,nunca,nunca,no,1781242.0
2019_bar_294,1.0,barranquilla,294.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,1.0,si,nunca,mejor,no,si,control sobre algunas decisiones,muy probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,6.0,nunca,nunca,nunca,nunca,no,800000.0
2019_bar_295,2.0,barranquilla,295.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,0.0,si,raramente,mejor,no,no,control sobre la mayoría de decisiones,poco probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,nunca,nunca,raramente,nunca,no,781242.0
2019_bar_296,1.0,barranquilla,296.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,no,2.0,0.0,1.0,si,nunca,peor,no,si,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,1.0,nunca,nunca,nunca,nunca,no,800000.0
2019_bar_297,1.0,barranquilla,297.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,si,1.0,0.0,1.0,si,nunca,igual,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,4.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_298,1.0,barranquilla,298.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,no,1.0,0.0,1.0,si,a veces,igual,no,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,2.0,raramente,nunca,nunca,nunca,no,1500000.0
2019_bar_299,1.0,barranquilla,299.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,no,0.0,0.0,1.0,si,nunca,mejor,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,1.0,nunca,nunca,nunca,nunca,si,828116.0
2019_bar_300,1.0,barranquilla,300.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,1.0,no,nunca,igual,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,8.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_301,2.0,barranquilla,301.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,no,1.0,0.0,1.0,no,a veces,peor,no,no,control sobre algunas decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,9.0,nunca,nunca,nunca,nunca,no,800000.0
2019_bar_302,2.0,barranquilla,302.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,no,a veces,igual,no,si,control sobre algunas decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,9.0,a menudo,nunca,nunca,nunca,no,800000.0
2019_bar_303,2.0,barranquilla,303.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,no,0.0,0.0,2.0,si,nunca,mejor,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,6.0,nunca,nunca,nunca,nunca,no,1200000.0
2019_bar_304,2.0,barranquilla,304.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no,0.0,0.0,1.0,si,raramente,mejor,no,no,control sobre algunas decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,2.0,nunca,raramente,raramente,raramente,no,781242.0
2019_bar_305,3.0,barranquilla,305.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,no,0.0,0.0,0.0,no,nunca,mejor,si,no,control sobre algunas decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,nunca,nunca,nunca,nunca,no,781242.0
2019_bar_306,2.0,barranquilla,306.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,2.0,si,nunca,mejor,si,no,control sobre muy pocas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,9.0,nunca,nunca,nunca,nunca,si,828116.0
2019_bar_307,3.0,barranquilla,307.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,no,3.0,0.0,1.0,si,nunca,igual,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,5.0,nunca,nunca,nunca,nunca,si,828116.0
2019_bar_308,1.0,barranquilla,308.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,no,0.0,0.0,2.0,si,nunca,igual,no,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,2.0,nunca,nunca,nunca,nunca,no,900000.0
2019_bar_309,1.0,barranquilla,309.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,no,3.0,0.0,1.0,si,nunca,igual,no,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,4.0,nunca,nunca,nunca,nunca,no,1250000.0
2019_bar_310,1.0,barranquilla,310.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,nunca,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,2.0,nunca,nunca,nunca,nunca,no,850000.0
2019_bar_311,1.0,barranquilla,311.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,0.0,1.0,0.0,si,raramente,igual,no,si,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,raramente,raramente,raramente,raramente,no,1562484.0
2019_bar_312,1.0,barranquilla,312.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,nunca,igual,no,si,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,2.0,nunca,nunca,nunca,nunca,no,828116.0
2019_sol_313,2.0,soledad,313.0,5.0,2.0,3.0,0.0,0.0,3.0,0.0,2.0,no,4.0,0.0,0.0,si,a veces,mejor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,no muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,a menudo,nunca,nunca,raramente,no,645000.0
2019_sol_314,3.0,soledad,314.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,no,3.0,0.0,1.0,si,raramente,peor,no,si,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,14.0,nunca,a veces,raramente,nunca,no,715250.0
2019_sol_315,1.0,soledad,315.0,7.0,4.0,3.0,1.0,1.0,4.0,0.0,3.0,no,1.0,0.0,2.0,si,a veces,mejor,si,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,8.0,nunca,raramente,a veces,raramente,no,1500000.0
2019_sol_316,1.0,soledad,316.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,no,0.0,0.0,0.0,si,a veces,mejor,no,si,control sobre la mayoría de decisiones,nada probable,no,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,nunca,a veces,a veces,nunca,no,800000.0
2019_sol_317,1.0,soledad,317.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,5.0,no,0.0,0.0,3.0,si,a menudo,mejor,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,14.0,a veces,raramente,a veces,raramente,no,1900000.0
2019_sol_318,1.0,soledad,318.0,6.0,3.0,3.0,1.0,1.0,3.0,0.0,3.0,no,3.0,0.0,2.0,si,a veces,mejor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,2.0,a menudo,a veces,raramente,raramente,no,828116.0
2019_sol_319,1.0,soledad,319.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,1.0,0.0,1.0,si,a veces,mejor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,15.0,a menudo,raramente,raramente,nunca,no,1000000.0
