id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,recoleccion_basuras,usufructo_vivienda,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,internet,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar,ha_sido_victima_robo,ingreso_mensual_hogar
2018_gal_199,1.0,galapa,199.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,1.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,no,no,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,nunca,a veces,nunca,no,1150000.0
2018_gal_200,1.0,galapa,200.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,no,0.0,0.0,1.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,raramente,raramente,raramente,no,1100000.0
2018_gal_201,2.0,galapa,201.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,si,1.0,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,si,si,no,no,no,si,si,no,no,no,raramente,igual,si,no,control sobre todas las decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,no,1562484.0
2018_gal_202,1.0,galapa,202.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,1.0,no,apartamento,3.0,no,no,si,no,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,raramente,raramente,raramente,no,680000.0
2018_gal_203,1.0,galapa,203.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,1.0,1.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,no,si,no,no,no,raramente,peor,no,no,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,si,posesión sin titulo o propiedad colectiva,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,raramente,raramente,raramente,no,1100000.0
2018_gal_204,1.0,galapa,204.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,no,2.0,1.0,1.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,peor,si,no,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,raramente,raramente,raramente,no,920000.0
2018_gal_205,1.0,galapa,205.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,5.0,no,0.0,1.0,2.0,no,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,no,si,no,no,no,raramente,peor,si,no,control sobre todas las decisiones,algo probable,si,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,raramente,raramente,raramente,no,1800000.0
2018_gal_206,2.0,galapa,206.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,2.0,si,apartamento,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,no,si,si,no,no,no,si,si,no,no,no,raramente,igual,si,no,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,si,a veces,a veces,a veces,a veces,no,156484.0
2018_bar_208,2.0,barranquilla,208.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,si,0.0,1.0,1.0,no,casa,6.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,si,no,no,si,no,no,no,si,no,a menudo,igual,no,no,control sobre todas las decisiones,algo probable,no,menos de 1 salario mínimo,si,posesión sin titulo o propiedad colectiva,no muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,a menudo,a menudo,a menudo,a menudo,no,600000.0
2018_bar_209,2.0,barranquilla,209.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,si,1.0,0.0,2.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,igual,no,no,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,posesión sin titulo o propiedad colectiva,no muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,a veces,a veces,a veces,a veces,no,800000.0
2018_bar_210,1.0,barranquilla,210.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,no,1.0,0.0,2.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,no,no,no,no,a veces,igual,no,no,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",no muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,a veces,raramente,a veces,raramente,no,700000.0
2018_gal_211,1.0,galapa,211.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,si,2.0,0.0,2.0,si,cuarto(s),4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,no,no,no,no,no,no,no,no,no,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,si,a veces,a veces,a veces,a veces,no,1562484.0
2018_bar_212,1.0,barranquilla,212.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,2.0,0.0,2.0,si,apartamento,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,no,no,no,no,no,a menudo,igual,si,si,control sobre algunas decisiones,nada probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,siempre,a veces,siempre,nunca,si,800000.0
2018_gal_213,1.0,galapa,213.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,2.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,no,si,si,no,no,no,no,si,no,no,no,raramente,igual,si,no,control sobre todas las decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,raramente,raramente,raramente,raramente,no,700000.0
2018_pue_214,1.0,puerto colombia,214.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,no,0.0,0.0,2.0,no,casa,6.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,si,no,no,no,no,no,no,no,no,no,no,no,no,no,raramente,peor,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,a veces,raramente,a veces,raramente,no,1100000.0
2018_pue_215,1.0,puerto colombia,215.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,2.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,si,no,no,si,si,no,no,raramente,igual,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,si,raramente,a veces,raramente,a veces,si,1150000.0
2018_pue_216,1.0,puerto colombia,216.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,1.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,no,no,no,no,no,no,no,no,no,no,no,raramente,igual,no,no,control sobre todas las decisiones,poco probable,si,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,no,a veces,raramente,nunca,raramente,no,210000.0
2018_pue_217,1.0,puerto colombia,217.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,si,no,no,raramente,igual,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,a veces,raramente,a veces,si,1100000.0
2018_gal_218,2.0,galapa,218.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,2.0,0.0,0.0,no,casa,1.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas natural domiciliario,si,si,si,no,no,si,no,no,si,no,si,no,no,no,raramente,peor,no,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,a veces,raramente,raramente,raramente,no,750000.0
2018_gal_219,2.0,galapa,219.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,no,1.0,0.0,2.0,no,casa,1.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas natural domiciliario,si,si,no,no,no,si,no,no,si,no,si,no,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,a veces,a veces,raramente,no,720000.0
2018_sol_220,1.0,soledad,220.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,no,2.0,0.0,0.0,no,casa,5.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas natural domiciliario,si,si,si,no,no,si,no,no,no,si,si,no,no,no,raramente,peor,si,si,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,a veces,raramente,siempre,siempre,no,2000000.0
2018_mal_221,1.0,malambo,221.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,no,0.0,0.0,1.0,no,apartamento,5.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,si,no,no,no,no,si,si,no,no,a veces,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",no muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,si,a veces,raramente,raramente,raramente,no,781000.0
2018_mal_222,1.0,malambo,222.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,0.0,no,apartamento,3.0,no,no,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a menudo,mejor,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,a menudo,a veces,a veces,a veces,si,800000.0
2018_mal_223,1.0,malambo,223.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,no,0.0,0.0,3.0,no,casa,5.0,no,no,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,si,no,no,no,no,si,no,no,no,a menudo,igual,no,no,control sobre la mayoría de decisiones,poco probable,si,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,a veces,raramente,raramente,raramente,no,700000.0
2018_gal_224,2.0,galapa,224.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,1.0,0.0,3.0,si,apartamento,6.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,no,no,no,si,no,no,no,no,no,no,no,no,a menudo,igual,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,otra,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,si,a veces,a veces,raramente,raramente,no,960000.0
2018_gal_225,1.0,galapa,225.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,3.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,no,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,a veces,a veces,raramente,raramente,no,500000.0
2018_gal_226,1.0,galapa,226.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,no,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,no,no,no,no,no,raramente,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,no,930000.0
2018_bar_227,2.0,barranquilla,227.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,2.0,2.0,si,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,si,no,no,si,no,no,no,no,no,a veces,mejor,si,si,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,si,a veces,a veces,a veces,nunca,si,781242.0
2018_mal_228,1.0,malambo,228.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,no,2.0,0.0,0.0,no,apartamento,1.0,no,no,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas natural domiciliario,no,no,no,no,no,si,no,no,no,no,si,no,no,no,siempre,peor,no,no,control sobre la mayoría de decisiones,poco probable,si,menos de 1 salario mínimo,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,siempre,a menudo,a menudo,a menudo,si,600000.0
2018_mal_229,1.0,malambo,229.0,6.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,no,0.0,0.0,2.0,no,casa,5.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,no,no,no,si,no,no,no,no,si,no,no,no,a menudo,igual,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,a veces,raramente,raramente,raramente,si,900000.0
2018_mal_230,1.0,malambo,230.0,5.0,1.0,4.0,1.0,1.0,3.0,0.0,2.0,no,3.0,0.0,1.0,no,apartamento,3.0,no,no,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,mejor,si,no,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,a veces,nunca,nunca,nunca,si,780000.0
2018_gal_231,2.0,galapa,231.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,no,no,no,no,no,no,no,no,no,no,no,no,raramente,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,no,950000.0
2018_gal_232,1.0,galapa,232.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,no,no,si,si,no,no,si,no,si,no,no,no,raramente,igual,si,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,si,a veces,raramente,nunca,nunca,no,1000000.0
2018_gal_233,2.0,galapa,233.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,no,no,si,no,no,no,si,no,no,no,no,no,raramente,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,si,nunca,raramente,a veces,raramente,no,1500000.0
2018_gal_234,1.0,galapa,234.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,0.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,no,no,no,si,no,no,no,no,si,no,no,no,raramente,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,raramente,raramente,raramente,no,1000000.0
2018_gal_235,1.0,galapa,235.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,no,1.0,0.0,0.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,si,en usufructo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,si,raramente,raramente,raramente,raramente,no,570000.0
2018_gal_236,2.0,galapa,236.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,casa,2.0,si,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,no,si,si,no,no,no,si,si,no,no,no,raramente,igual,si,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,si,nunca,a veces,nunca,raramente,no,900000.0
2018_gal_237,1.0,galapa,237.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,no,cuarto(s),6.0,si,si,si,si,"cemento, gravilla","zinc, tela, cartón, latas, desechos, plásticos",gas propano (en cilindro o pipeta),si,si,no,no,si,si,no,no,no,no,no,no,no,no,siempre,mejor,si,si,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,a menudo,a veces,raramente,nunca,si,920000.0
2018_gal_238,1.0,galapa,238.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,no,0.0,0.0,0.0,no,apartamento,4.0,si,si,si,si,"alfombra, tapete, parqué, mármol, madera pulida","madera burda, tabla, tablón, bahareque",gas propano (en cilindro o pipeta),si,si,no,no,si,si,no,no,no,no,no,no,no,no,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,si,a veces,a veces,a veces,a veces,no,800000.0
2018_bar_239,1.0,barranquilla,239.0,5.0,1.0,4.0,0.0,0.0,3.0,0.0,2.0,no,4.0,0.0,1.0,no,apartamento,1.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,no,no,no,no,a menudo,peor,no,no,control sobre todas las decisiones,nada probable,si,menos de 1 salario mínimo,si,posesión sin titulo o propiedad colectiva,no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,si,a menudo,a menudo,a menudo,a menudo,no,700000.0
2018_bar_240,1.0,barranquilla,240.0,6.0,1.0,5.0,1.0,1.0,2.0,0.0,4.0,no,2.0,2.0,2.0,no,casa,3.0,si,no,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas propano (en cilindro o pipeta),no,no,si,no,no,no,no,no,no,no,si,si,no,no,raramente,peor,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,a veces,raramente,nunca,si,958260.0
2018_mal_241,1.0,malambo,241.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,no,casa,3.0,no,si,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas natural domiciliario,si,si,no,no,si,si,no,si,no,no,si,no,no,no,a menudo,igual,si,si,control sobre algunas decisiones,nada probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,si,a veces,raramente,a menudo,raramente,no,875250.0
2018_gal_242,2.0,galapa,242.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,si,si,no,no,si,si,no,no,si,si,si,no,no,no,nunca,igual,si,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,si,a veces,a veces,nunca,nunca,no,1600000.0
2018_gal_243,2.0,galapa,243.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,1.0,1.0,0.0,no,apartamento,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,no,no,no,no,raramente,mejor,si,si,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,a veces,siempre,nunca,si,800000.0
2018_gal_244,1.0,galapa,244.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,no,1.0,0.0,0.0,no,casa,4.0,no,no,si,no,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,no,450000.0
2018_gal_245,1.0,galapa,245.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,2.0,3.0,1.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,no,si,si,no,no,no,no,si,no,no,no,siempre,peor,si,si,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,siempre,siempre,siempre,siempre,no,700000.0
