id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,recoleccion_basuras,usufructo_vivienda,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,internet,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar,ha_sido_victima_robo,ingreso_mensual_hogar
2018_mal_2,1.0,malambo,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,2.0,no,apartamento,5.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",electricidad,si,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,mejor,si,si,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,raramente,raramente,raramente,no,1400000.0
2018_mal_3,1.0,malambo,3.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,2.0,0.0,1.0,no,apartamento,2.0,no,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,si,no,no,nunca,mejor,si,no,control sobre todas las decisiones,nada probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,nunca,nunca,nunca,no,781424.0
2018_gal_4,1.0,galapa,4.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,no,no,si,si,no,no,no,no,si,no,no,no,a menudo,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,si,a veces,raramente,raramente,nunca,no,350000.0
2018_gal_5,2.0,galapa,5.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,2.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,igual,no,no,control sobre todas las decisiones,poco probable,si,menos de 1 salario mínimo,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,a veces,raramente,raramente,raramente,no,650000.0
2018_gal_6,2.0,galapa,6.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,apartamento,3.0,no,no,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,no,840000.0
2018_gal_7,1.0,galapa,7.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,1.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,no,no,no,si,no,no,no,no,si,no,no,no,a veces,igual,si,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,raramente,raramente,nunca,nunca,no,800000.0
2018_gal_8,1.0,galapa,8.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,780000.0
2018_gal_9,1.0,galapa,9.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,1.0,no,casa,3.0,no,no,si,no,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,no,si,si,no,no,no,no,si,no,no,no,nunca,igual,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca,no,953000.0
2018_gal_10,2.0,galapa,10.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,0.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,si,raramente,a veces,raramente,a veces,no,700000.0
2018_gal_11,2.0,galapa,11.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,si,2.0,0.0,0.0,no,apartamento,3.0,no,no,si,no,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,peor,no,no,control sobre algunas decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,no,680000.0
2018_gal_12,1.0,galapa,12.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,cuarto(s),4.0,no,no,si,no,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas natural domiciliario,si,si,no,no,si,si,no,no,no,no,si,no,no,no,a menudo,igual,no,no,control sobre todas las decisiones,algo probable,si,menos de 1 salario mínimo,no,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,si,a menudo,a menudo,a veces,a veces,no,400000.0
2018_gal_13,1.0,galapa,13.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,si,a veces,raramente,raramente,raramente,no,950000.0
2018_gal_14,1.0,galapa,14.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,no,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,no,si,si,no,no,no,no,si,no,no,no,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,si,raramente,a veces,raramente,a veces,no,450000.0
2018_gal_15,1.0,galapa,15.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,2.0,no,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,no,no,si,si,no,no,no,no,si,no,no,no,raramente,igual,si,no,control sobre todas las decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,raramente,raramente,raramente,raramente,no,600000.0
2018_gal_16,1.0,galapa,16.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,1.0,0.0,1.0,si,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,no,si,si,no,no,no,no,si,no,no,no,a menudo,igual,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,a veces,raramente,nunca,nunca,no,852000.0
2018_sol_17,1.0,soledad,17.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,3.0,2.0,si,apartamento,5.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,si,no,no,raramente,igual,no,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,a veces,raramente,raramente,raramente,no,780000.0
2018_mal_18,1.0,malambo,18.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,no,0.0,3.0,0.0,no,apartamento,5.0,no,no,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas propano (en cilindro o pipeta),no,no,si,no,no,si,no,no,no,no,no,no,no,no,siempre,igual,no,no,control sobre todas las decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,satisfecho,menos de 1 salario mínimo,3.0,si,siempre,a menudo,a veces,a veces,no,400000.0
2018_gal_19,1.0,galapa,19.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas natural domiciliario,no,si,no,no,no,si,no,no,si,no,no,no,no,no,raramente,mejor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,raramente,raramente,raramente,raramente,no,1550000.0
2018_gal_20,3.0,galapa,20.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,1.0,1.0,no,cuarto(s),3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",electricidad,no,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,peor,no,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,nunca,a veces,raramente,raramente,no,680000.0
2018_mal_21,1.0,malambo,21.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",electricidad,no,si,si,no,no,si,no,no,si,no,si,no,no,no,a menudo,igual,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,a menudo,a veces,a veces,raramente,no,900000.0
2018_gal_22,1.0,galapa,22.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,cuarto(s),4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,no,no,no,no,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,a veces,a veces,a veces,a veces,no,1400000.0
2018_gal_23,2.0,galapa,23.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,no,1.0,0.0,0.0,no,apartamento,3.0,no,no,si,no,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,no,no,si,si,no,no,no,no,si,no,no,no,raramente,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,no,800000.0
2018_gal_24,1.0,galapa,24.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,no,no,no,si,si,no,no,no,no,no,no,no,no,raramente,mejor,si,no,control sobre muy pocas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,raramente,raramente,raramente,raramente,no,1100000.0
2018_gal_25,2.0,galapa,25.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,2.0,si,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas natural domiciliario,si,si,no,no,si,si,no,no,si,no,si,no,no,no,raramente,igual,si,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,a veces,nunca,nunca,no,800000.0
2018_gal_26,2.0,galapa,26.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,1.0,0.0,0.0,no,casa,4.0,no,no,si,no,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,no,si,no,no,si,no,no,no,no,no,no,no,no,no,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,más de 5 salarios mínimos,no,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,a menudo,siempre,raramente,a veces,no,1140000.0
2018_pue_27,1.0,puerto colombia,27.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,1.0,si,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,a menudo,a menudo,raramente,nunca,no,950000.0
2018_gal_28,1.0,galapa,28.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,no,1.0,0.0,2.0,no,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,no,no,si,no,no,si,no,no,no,no,no,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,830000.0
2018_gal_29,1.0,galapa,29.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,si,a veces,raramente,nunca,raramente,no,360000.0
2018_gal_30,1.0,galapa,30.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,no,no,si,no,no,no,no,no,no,no,no,no,raramente,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,a veces,raramente,raramente,no,1700000.0
2018_pue_31,1.0,puerto colombia,31.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,si,no,no,no,no,no,no,no,no,no,no,no,no,no,raramente,igual,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,no,raramente,a veces,raramente,a veces,no,1000000.0
2018_mal_32,1.0,malambo,32.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,2.0,si,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",electricidad,si,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,raramente,a veces,raramente,no,800000.0
2018_gal_33,2.0,galapa,33.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,1.0,si,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,no,si,si,no,no,si,no,si,si,si,no,a veces,igual,si,no,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,a veces,a veces,a veces,nunca,no,800000.0
2018_gal_34,1.0,galapa,34.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,2.0,no,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,no,no,si,no,no,si,no,si,no,no,no,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,a veces,raramente,raramente,raramente,no,850000.0
2018_gal_35,1.0,galapa,35.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,si,1.0,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,no,no,no,no,no,no,no,si,si,no,no,raramente,igual,si,no,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,si,a veces,a veces,nunca,a veces,no,1500000.0
2018_gal_36,1.0,galapa,36.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,2.0,0.0,0.0,no,cuarto(s),4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas natural domiciliario,si,si,no,no,si,si,no,no,no,no,si,no,no,no,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,a veces,a veces,a veces,a veces,no,500000.0
2018_gal_37,2.0,galapa,37.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,2.0,2.0,0.0,no,cuarto(s),3.0,no,no,si,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,no,no,no,no,no,no,no,no,no,no,no,siempre,igual,si,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,en arriendo o subarriendo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,a menudo,a veces,raramente,nunca,no,800000.0
2018_gal_38,1.0,galapa,38.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,1.0,si,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,si,si,no,no,si,no,no,no,no,no,nunca,mejor,si,si,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca,no,800000.0
2018_gal_39,2.0,galapa,39.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,0.0,0.0,1.0,no,apartamento,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,no,no,si,no,no,no,no,no,no,no,no,siempre,igual,si,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,no,a veces,siempre,siempre,a menudo,no,800000.0
2018_gal_40,1.0,galapa,40.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,0.0,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,si,no,no,si,no,si,no,no,no,a veces,igual,si,no,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,si,a veces,a veces,nunca,nunca,no,650000.0
2018_bar_41,2.0,barranquilla,41.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,2.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,no,si,si,no,no,nunca,igual,no,si,control sobre algunas decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca,no,1500000.0
2018_bar_42,1.0,barranquilla,42.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,no,0.0,0.0,1.0,no,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,no,no,si,no,no,no,no,si,no,si,no,raramente,peor,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,nunca,nunca,nunca,no,800000.0
2018_bar_43,1.0,barranquilla,43.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,no,0.0,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,si,no,no,si,no,si,no,no,no,nunca,igual,no,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,nunca,nunca,nunca,no,1562484.0
2018_bar_44,1.0,barranquilla,44.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,no,2.0,0.0,3.0,si,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,nunca,nunca,nunca,no,1500000.0
2018_bar_45,2.0,barranquilla,45.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,si,no,no,si,no,si,si,no,no,raramente,igual,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,no,1500000.0
2018_bar_46,1.0,barranquilla,46.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,si,no,si,si,no,si,no,si,no,nunca,mejor,no,si,control sobre algunas decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca,no,1200000.0
2018_bar_47,1.0,barranquilla,47.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,raramente,igual,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,si,raramente,nunca,nunca,nunca,no,800000.0
