id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,maxima_educacion,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre
2013_bar_102,1.0,barranquilla,102.0,6.0,5.0,1.0,3.0,0.0,2.0,no,3.0,básica secundaria,2.0,1.0,si,casa,2.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,si,no,no,no,no,no,si,no,si,no,no,a menudo,peor,no,si,control sobre todas las decisiones,algo probable,no
2013_bar_103,1.0,barranquilla,103.0,5.0,3.0,2.0,3.0,0.0,2.0,si,2.0,media,0.0,1.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,nunca,mejor,si,si,control sobre la mayoría de decisiones,algo probable,no
2013_bar_104,1.0,barranquilla,104.0,4.0,3.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,2.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,no,no,raramente,igual,no,no,control sobre todas las decisiones,poco probable,si
2013_bar_106,1.0,barranquilla,106.0,4.0,2.0,2.0,2.0,0.0,2.0,no,2.0,universitaria,0.0,2.0,no,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,no,no,a veces,mejor,no,si,control sobre todas las decisiones,muy poco probable,no
2013_bar_107,1.0,barranquilla,107.0,4.0,0.0,4.0,3.0,0.0,1.0,no,3.0,universitaria,0.0,1.0,no,cuarto(s),1.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,no,no,no,no,no,no,no,no,no,no,no,a veces,mejor,no,si,control sobre algunas decisiones,poco probable,si
2013_bar_109,1.0,barranquilla,109.0,6.0,3.0,3.0,2.0,0.0,4.0,no,1.0,media,2.0,4.0,no,casa,4.0,no,no,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,peor,no,si,control sobre algunas decisiones,muy poco probable,no
2013_bar_110,1.0,barranquilla,110.0,7.0,4.0,3.0,2.0,1.0,4.0,si,2.0,básica secundaria,0.0,2.0,no,casa,6.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,no,no,si,no,no,a menudo,peor,no,si,control sobre algunas decisiones,muy poco probable,si
2013_bar_111,1.0,barranquilla,111.0,5.0,4.0,1.0,2.0,0.0,3.0,no,2.0,media,2.0,1.0,no,casa,4.0,no,no,si,si,"cemento, gravilla","tapia pisada, adobe",gas natural domiciliario,no,no,si,si,no,no,no,no,no,si,no,no,no,no,a menudo,peor,no,si,control sobre algunas decisiones,muy probable,si
2013_bar_113,1.0,barranquilla,113.0,11.0,3.0,8.0,6.0,0.0,5.0,si,2.0,básica secundaria,0.0,2.0,no,casa,5.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,si,no,no,no,no,no,no,no,no,no,no,a menudo,peor,no,si,control sobre muy pocas decisiones,muy poco probable,si
2013_bar_114,1.0,barranquilla,114.0,5.0,3.0,2.0,3.0,0.0,2.0,no,2.0,media,0.0,2.0,no,casa,3.0,no,no,no,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,si,si,no,no,no,no,no,no,no,si,no,no,a veces,mejor,si,si,control sobre la mayoría de decisiones,poco probable,no
2013_bar_115,2.0,barranquilla,115.0,3.0,1.0,2.0,1.0,0.0,2.0,no,2.0,universitaria,1.0,2.0,no,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,si,no,si,no,si,si,si,no,raramente,peor,si,si,control sobre todas las decisiones,muy poco probable,si
2013_bar_116,1.0,barranquilla,116.0,5.0,3.0,2.0,3.0,0.0,2.0,si,3.0,básica secundaria,0.0,2.0,si,casa,2.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,raramente,mejor,si,si,control sobre algunas decisiones,poco probable,no
2013_bar_117,3.0,barranquilla,117.0,4.0,2.0,2.0,0.0,1.0,3.0,si,0.0,básica secundaria,0.0,2.0,si,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,no,no,a veces,igual,si,si,control sobre la mayoría de decisiones,muy poco probable,si
2013_bar_118,1.0,barranquilla,118.0,6.0,4.0,2.0,4.0,0.0,2.0,no,3.0,básica secundaria,1.0,1.0,no,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,no,si,no,no,no,no,no,no,no,si,no,no,a veces,peor,no,no,control sobre algunas decisiones,muy probable,si
2013_bar_119,1.0,barranquilla,119.0,4.0,3.0,1.0,2.0,0.0,2.0,no,1.0,universitaria,0.0,2.0,si,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,si,si,no,si,no,si,si,no,si,no,no,a veces,igual,no,no,control sobre la mayoría de decisiones,algo probable,no
2013_bar_120,3.0,barranquilla,120.0,6.0,4.0,2.0,2.0,1.0,3.0,no,2.0,universitaria,1.0,3.0,no,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,no,si,raramente,peor,si,si,control sobre la mayoría de decisiones,muy probable,no
2013_bar_121,1.0,barranquilla,121.0,6.0,1.0,5.0,2.0,1.0,3.0,no,2.0,básica secundaria,0.0,1.0,no,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,no,si,no,si,no,no,nunca,mejor,si,si,control sobre la mayoría de decisiones,algo probable,no
2013_bar_122,1.0,barranquilla,122.0,5.0,1.0,4.0,0.0,1.0,4.0,si,1.0,universitaria,1.0,2.0,no,casa,5.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,raramente,igual,si,si,control sobre algunas decisiones,algo probable,si
2013_bar_123,1.0,barranquilla,123.0,5.0,2.0,3.0,1.0,0.0,4.0,no,0.0,media,0.0,2.0,no,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,peor,si,no,control sobre algunas decisiones,algo probable,si
2013_bar_124,1.0,barranquilla,124.0,4.0,2.0,2.0,1.0,0.0,3.0,si,1.0,media,0.0,2.0,no,apartamento,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,si,si,si,no,a veces,igual,si,si,control sobre la mayoría de decisiones,muy probable,si
2013_bar_125,1.0,barranquilla,125.0,5.0,3.0,2.0,0.0,1.0,4.0,no,1.0,universitaria,1.0,1.0,no,casa,5.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,no,no,si,si,no,a veces,igual,si,si,control sobre algunas decisiones,algo probable,si
2013_bar_126,1.0,barranquilla,126.0,3.0,1.0,2.0,1.0,1.0,1.0,si,1.0,media,1.0,1.0,no,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,si,no,raramente,igual,ns/nr,si,control sobre muy pocas decisiones,algo probable,si
2013_bar_127,1.0,barranquilla,127.0,3.0,1.0,2.0,0.0,1.0,2.0,si,0.0,media,1.0,1.0,si,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,nunca,peor,si,si,control sobre algunas decisiones,poco probable,no
2013_bar_128,1.0,barranquilla,128.0,5.0,1.0,4.0,1.0,1.0,3.0,si,2.0,universitaria,1.0,3.0,si,casa,5.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,si,si,si,no,si,si,no,nunca,mejor,si,si,control sobre la mayoría de decisiones,muy probable,ns/nr
2013_bar_129,1.0,barranquilla,129.0,5.0,2.0,3.0,1.0,1.0,3.0,si,1.0,básica secundaria,1.0,2.0,no,casa,5.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,si,si,no,si,si,no,raramente,igual,si,si,control sobre la mayoría de decisiones,poco probable,no
2013_bar_130,1.0,barranquilla,130.0,3.0,2.0,1.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,2.0,no,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,nunca,igual,no,si,control sobre la mayoría de decisiones,algo probable,no
2013_bar_131,1.0,barranquilla,131.0,7.0,2.0,5.0,4.0,0.0,3.0,si,4.0,básica secundaria,0.0,2.0,si,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,si,si,si,no,no,a veces,igual,si,no,control sobre algunas decisiones,poco probable,no
2013_bar_132,1.0,barranquilla,132.0,10.0,4.0,6.0,3.0,1.0,6.0,si,2.0,básica secundaria,2.0,3.0,no,casa,6.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,si,si,no,no,no,no,no,no,no,si,si,no,nunca,igual,si,no,control sobre todas las decisiones,algo probable,no
2013_bar_133,1.0,barranquilla,133.0,5.0,1.0,4.0,3.0,0.0,2.0,no,3.0,básica secundaria,0.0,0.0,no,apartamento,2.0,no,no,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida","material de desecho, leña, carbón de leña",no,no,no,si,no,no,no,no,no,no,no,no,no,no,a veces,peor,si,si,control sobre todas las decisiones,poco probable,no
2013_bar_134,1.0,barranquilla,134.0,6.0,2.0,2.0,2.0,2.0,2.0,no,2.0,básica secundaria,0.0,2.0,no,casa,3.0,no,no,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida","material de desecho, leña, carbón de leña",no,no,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,si,no,control sobre la mayoría de decisiones,algo probable,no
2013_bar_135,1.0,barranquilla,135.0,3.0,2.0,1.0,2.0,0.0,1.0,no,2.0,básica secundaria,1.0,0.0,no,casa,2.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,no,si,si,no,a veces,igual,si,si,control sobre todas las decisiones,algo probable,no
2013_bar_136,1.0,barranquilla,136.0,2.0,1.0,1.0,0.0,1.0,1.0,no,0.0,básica primaria,0.0,2.0,no,otro,1.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,no,no,no,no,no,no,no,no,no,no,no,raramente,igual,si,si,control sobre todas las decisiones,muy probable,si
2013_bar_137,1.0,barranquilla,137.0,5.0,2.0,3.0,1.0,0.0,4.0,no,1.0,universitaria,1.0,3.0,no,apartamento,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,si,no,no,si,si,no,a veces,peor,si,no,control sobre la mayoría de decisiones,muy probable,si
2013_bar_139,1.0,barranquilla,139.0,6.0,3.0,3.0,2.0,0.0,4.0,si,2.0,universitaria,1.0,3.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,raramente,mejor,no,si,control sobre la mayoría de decisiones,muy probable,ns/nr
2013_bar_140,1.0,barranquilla,140.0,6.0,3.0,3.0,2.0,1.0,3.0,no,2.0,universitaria,0.0,2.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,si,si,no,si,si,no,raramente,igual,si,si,control sobre algunas decisiones,algo probable,si
2013_bar_141,1.0,barranquilla,141.0,10.0,3.0,7.0,6.0,0.0,4.0,si,7.0,universitaria,0.0,3.0,no,apartamento,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,no,no,no,no,no,no,si,no,no,raramente,peor,si,si,control sobre todas las decisiones,muy probable,no
2013_bar_143,1.0,barranquilla,143.0,9.0,5.0,4.0,3.0,2.0,4.0,si,3.0,básica secundaria,2.0,4.0,no,casa,6.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,si,no,si,si,no,a veces,igual,no,no,control sobre la mayoría de decisiones,poco probable,si
2013_bar_144,1.0,barranquilla,144.0,2.0,1.0,1.0,0.0,1.0,1.0,no,0.0,universitaria,1.0,1.0,no,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,si,no,no,si,no,si,no,no,nunca,mejor,si,si,control sobre algunas decisiones,muy probable,no
2013_bar_145,1.0,barranquilla,145.0,4.0,2.0,2.0,1.0,1.0,2.0,no,1.0,básica secundaria,0.0,1.0,si,apartamento,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,si,si,si,no,raramente,mejor,si,si,control sobre la mayoría de decisiones,algo probable,si
2013_bar_146,2.0,barranquilla,146.0,5.0,2.0,3.0,3.0,0.0,2.0,si,3.0,universitaria,0.0,1.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,si,no,raramente,mejor,si,si,control sobre la mayoría de decisiones,algo probable,si
2013_bar_281,1.0,barranquilla,281.0,6.0,3.0,3.0,1.0,1.0,4.0,no,2.0,básica secundaria,2.0,1.0,no,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,si,no,no,si,no,no,a veces,peor,no,si,control sobre la mayoría de decisiones,algo probable,si
2013_bar_282,1.0,barranquilla,282.0,6.0,1.0,5.0,3.0,1.0,2.0,no,2.0,básica secundaria,1.0,3.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,si,si,no,no,no,no,no,no,no,si,no,no,a veces,peor,no,si,control sobre la mayoría de decisiones,algo probable,no
2013_bar_283,1.0,barranquilla,283.0,4.0,3.0,1.0,0.0,0.0,4.0,no,0.0,media,1.0,2.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,peor,no,no,control sobre algunas decisiones,algo probable,no
2013_bar_285,1.0,barranquilla,285.0,5.0,3.0,2.0,0.0,0.0,5.0,no,0.0,básica secundaria,0.0,2.0,si,casa,4.0,no,no,no,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,si,no,no,no,no,no,no,no,si,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,muy probable,si
2013_bar_286,1.0,barranquilla,286.0,8.0,3.0,5.0,4.0,0.0,4.0,si,1.0,básica secundaria,0.0,1.0,no,casa,3.0,no,no,no,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,peor,no,no,control sobre la mayoría de decisiones,muy poco probable,si
2013_bar_287,1.0,barranquilla,287.0,3.0,1.0,2.0,2.0,0.0,1.0,si,0.0,básica secundaria,1.0,1.0,no,apartamento,2.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,si,no,no,no,no,no,si,no,no,a veces,peor,no,no,control sobre algunas decisiones,poco probable,si
2013_bar_288,1.0,barranquilla,288.0,5.0,2.0,3.0,3.0,0.0,2.0,no,3.0,básica secundaria,0.0,1.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,raramente,peor,no,si,control sobre algunas decisiones,poco probable,si
2013_bar_289,1.0,barranquilla,289.0,5.0,4.0,1.0,1.0,1.0,3.0,no,1.0,básica secundaria,0.0,1.0,no,casa,4.0,no,no,no,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,no,control sobre la mayoría de decisiones,algo probable,no
2013_bar_290,1.0,barranquilla,290.0,8.0,2.0,6.0,3.0,2.0,3.0,no,3.0,básica secundaria,2.0,2.0,si,casa,4.0,no,no,no,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a veces,mejor,no,si,control sobre la mayoría de decisiones,algo probable,si
2013_bar_291,1.0,barranquilla,291.0,7.0,3.0,4.0,3.0,0.0,4.0,si,2.0,básica secundaria,1.0,2.0,no,apartamento,4.0,no,no,no,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,si,si,si,si,no,no,a menudo,igual,no,no,control sobre algunas decisiones,poco probable,si
2013_bar_292,1.0,barranquilla,292.0,2.0,1.0,1.0,1.0,0.0,1.0,no,0.0,básica secundaria,1.0,1.0,no,cuarto(s),2.0,no,no,si,no,"cemento, gravilla","madera burda, tabla, tablón, bahareque",electricidad,no,no,no,si,no,no,no,no,no,no,no,si,no,no,siempre,peor,no,si,control sobre la mayoría de decisiones,algo probable,si
2013_bar_293,1.0,barranquilla,293.0,7.0,3.0,4.0,1.0,0.0,6.0,si,4.0,universitaria,0.0,3.0,si,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,no,no,nunca,mejor,no,no,control sobre todas las decisiones,muy probable,si
2013_bar_294,1.0,barranquilla,294.0,10.0,3.0,7.0,6.0,0.0,4.0,si,0.0,básica secundaria,0.0,3.0,no,apartamento,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,si,no,no,no,a veces,mejor,no,no,control sobre todas las decisiones,algo probable,no
2013_bar_295,1.0,barranquilla,295.0,8.0,5.0,3.0,2.0,1.0,5.0,no,2.0,básica secundaria,2.0,2.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,nunca,igual,si,no,control sobre algunas decisiones,poco probable,no
2013_bar_296,1.0,barranquilla,296.0,4.0,2.0,2.0,2.0,0.0,2.0,no,2.0,básica secundaria,1.0,0.0,no,casa,1.0,no,no,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,no,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,mejor,no,si,control sobre algunas decisiones,poco probable,si
2013_bar_297,1.0,barranquilla,297.0,5.0,4.0,1.0,3.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,no,casa,3.0,no,no,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,no,no,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,peor,no,no,control sobre la mayoría de decisiones,muy probable,si
2013_bar_298,1.0,barranquilla,298.0,4.0,2.0,2.0,1.0,0.0,2.0,no,2.0,básica secundaria,0.0,2.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,mejor,no,si,control sobre algunas decisiones,poco probable,si
2013_bar_299,1.0,barranquilla,299.0,2.0,1.0,1.0,0.0,0.0,2.0,no,0.0,básica secundaria,1.0,1.0,no,apartamento,2.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,si,no,no,no,no,no,no,no,no,si,no,no,a menudo,peor,no,no,control sobre la mayoría de decisiones,algo probable,si
2013_bar_300,1.0,barranquilla,300.0,8.0,6.0,2.0,4.0,0.0,4.0,si,3.0,básica primaria,2.0,1.0,si,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,no,no,no,no,no,no,no,no,si,no,no,a veces,mejor,no,no,control sobre algunas decisiones,poco probable,no
2013_bar_301,1.0,barranquilla,301.0,5.0,4.0,1.0,3.0,0.0,2.0,si,1.0,básica secundaria,0.0,1.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,no,no,si,no,no,a menudo,mejor,no,no,control sobre muy pocas decisiones,muy poco probable,no
2013_bar_302,1.0,barranquilla,302.0,7.0,3.0,4.0,2.0,0.0,5.0,si,1.0,básica secundaria,0.0,4.0,no,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,raramente,peor,si,no,control sobre todas las decisiones,muy poco probable,si
2013_bar_303,1.0,barranquilla,303.0,5.0,1.0,4.0,2.0,1.0,2.0,no,1.0,universitaria,1.0,1.0,si,apartamento,2.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,no,no,no,no,no,si,no,no,si,no,no,raramente,mejor,si,no,control sobre algunas decisiones,muy probable,si
2013_bar_304,1.0,barranquilla,304.0,7.0,3.0,4.0,2.0,0.0,5.0,no,4.0,universitaria,0.0,5.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,no,no,no,si,no,no,si,no,no,raramente,igual,si,no,control sobre la mayoría de decisiones,muy probable,no
2013_bar_305,1.0,barranquilla,305.0,10.0,6.0,4.0,6.0,0.0,4.0,si,4.0,universitaria,0.0,4.0,si,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,si,si,no,no,no,no,si,no,si,no,no,raramente,mejor,no,si,control sobre algunas decisiones,muy probable,si
2013_bar_306,1.0,barranquilla,306.0,5.0,4.0,1.0,2.0,1.0,2.0,no,2.0,básica secundaria,0.0,1.0,no,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,si,si,no,no,a menudo,peor,no,no,ningún control,poco probable,no
2013_bar_307,1.0,barranquilla,307.0,5.0,3.0,2.0,1.0,0.0,4.0,si,1.0,básica secundaria,1.0,3.0,si,casa,3.0,no,no,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,no,no,no,si,no,no,no,no,no,no,si,si,no,no,a menudo,peor,no,no,control sobre muy pocas decisiones,algo probable,si
2013_bar_308,1.0,barranquilla,308.0,3.0,1.0,2.0,1.0,0.0,2.0,si,1.0,media,0.0,2.0,si,casa,2.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,no,no,a veces,peor,no,si,control sobre todas las decisiones,muy poco probable,si
2013_bar_310,1.0,barranquilla,310.0,5.0,2.0,3.0,2.0,1.0,2.0,no,2.0,básica secundaria,2.0,1.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,no,no,si,no,no,a veces,peor,no,si,control sobre todas las decisiones,algo probable,si
